file,date,ko.time,competition0,competition,opponents,venue,result,score,attendance,scorers,
season-..onthenet96_97.htm.html,Aug 20     Reading,C/C 1(1),A,D,1-1,6210,
season-..onthenet96_97.htm.html,Aug 24     GILLINGHAM,,H,D,1-1,4582,
season-..onthenet96_97.htm.html,Aug 27     BURY,,H,L,0-1,3563,
season-..onthenet96_97.htm.html,Aug 31     Blackpool,,A,D,0-0,4856,
season-..onthenet96_97.htm.html,Sep  3     READING,C/C 1(2),H,W,2-0,5069,
season-..onthenet96_97.htm.html,Sep  7     LUTON,TOWN,H,L,0-1,6471,
season-..onthenet96_97.htm.html,Sep 10     Walsall,,A,D,2-2,2659,
season-..onthenet96_97.htm.html,Sep 14     Burnley,,A,L,1-2,9379,
season-..onthenet96_97.htm.html,Sep 18     Nott,Forest C/C 2(1),A,L,0-1,6482,
season-..onthenet96_97.htm.html,Sep 21     BRENTFORD,,H,L,0-1,5330,
season-..onthenet96_97.htm.html,Sep 24     NOTT,FOREST C/C 2(2),H,D,1-1,6310,
season-..onthenet96_97.htm.html,Sep 28     Peterborough,Utd,A,L,3-6,5580,
season-..onthenet96_97.htm.html,Oct  1     ROTHERHAM,,H,W,4-2,3438,
season-..onthenet96_97.htm.html,Oct  5     NOTTS,COUNTY,H,W,1-0,4506,
season-..onthenet96_97.htm.html,Oct 12     Bournemouth,,A,L,1-2,3984,
season-..onthenet96_97.htm.html,Oct 15     Bristol,City,A,L,0-3,7325,
season-..onthenet96_97.htm.html,Oct 19     STOCKPORT,COUNTY,H,L,0-2,4017,
season-..onthenet96_97.htm.html,Oct 26     WREXHAM,,H,D,0-0,5548,
season-..onthenet96_97.htm.html,Oct 29     York,City,A,L,0-2,2254,
season-..onthenet96_97.htm.html,Nov  2     Crewe,Alex,A,L,0-3,3636,
season-..onthenet96_97.htm.html,Nov  9     PLYMOUTH,ARGYLE,H,W,2-1,5456,
season-..onthenet96_97.htm.html,Nov 16     Colchester,Utd FAC1,A,W,2-1,4378,
season-..onthenet96_97.htm.html,Nov 19     Watford,,A,L,0-1,7657,
season-..onthenet96_97.htm.html,Nov 23     PRESTON,NORTH END,H,L,0-1,4920,
season-..onthenet96_97.htm.html,Nov 30     Wrexham,,A,L,0-1,3280,
season-..onthenet96_97.htm.html,Dec  3     MILLWALL,,H,W,1-0,4550,
season-..onthenet96_97.htm.html,Dec  7     Barnet,(FAC2),A,D,3-3,3176,
season-..onthenet96_97.htm.html,Dec 14     CHESTERFIELD,,H,W,1-0,4610,
season-..onthenet96_97.htm.html,Dec 17     BARNET,(FAC2replay),H,W,3-2,3851,
season-..onthenet96_97.htm.html,Dec 21     Bristol,Rovers,A,W,4-3,4465,
season-..onthenet96_97.htm.html,Dec 26     WALSALL,,H,L,0-2,5075,
season-..onthenet96_97.htm.html,Jan  5     BRADFORD,CITY (FAC3),H,L,0-2,5173,
season-..onthenet96_97.htm.html,Jan  9     Swansea,City (AWS),A,D,1-1,1638,
season-..onthenet96_97.htm.html,Jan 18     Rotherham,,A,L,1-2,2692,
season-..onthenet96_97.htm.html,Jan 25     YORK,CITY,H,W,3-1,4193,
season-..onthenet96_97.htm.html,Feb  1     Plymouth,Argyle,A,D,0-0,5024,
season-..onthenet96_97.htm.html,Feb  8     CREWE,ALEX,H,W,2-0,4902,
season-..onthenet96_97.htm.html,Feb 15     Preston,North End,A,L,1-2,7923,
season-..onthenet96_97.htm.html,Feb 22     WATFORD,,H,D,0-0,8438,
season-..onthenet96_97.htm.html,Feb 25     PETERBOROUGH,UTD,H,W,2-0,4001,
season-..onthenet96_97.htm.html,Mar  1     Millwall,,A,L,1-2,7539,
season-..onthenet96_97.htm.html,Mar  4     Brentford,,A,D,0-0,5375,
season-..onthenet96_97.htm.html,Mar  8     BRISTOL,ROVERS,H,W,2-0,5386,
season-..onthenet96_97.htm.html,Mar 15     Chesterfield,,A,L,2-4,4354,
season-..onthenet96_97.htm.html,Mar 22     Gillingham,,A,L,0-1,5932,
season-..onthenet96_97.htm.html,Mar 29     SHREWSBURY,TOWN,H,W,3-0,6562,
season-..onthenet96_97.htm.html,Mar 31     Bury,,A,L,0-2,5714,
season-..onthenet96_97.htm.html,Apr  5     BLACKPOOL,,H,W,1-0,5619,
season-..onthenet96_97.htm.html,Apr  8     Luton,Town,A,D,0-0,7626,
season-..onthenet96_97.htm.html,Apr 12     Notts,County,A,W,2-1,4290,
season-..onthenet96_97.htm.html,Apr 15     BURNLEY,,H,W,5-0,5786,
season-..onthenet96_97.htm.html,Apr 19     BOURNEMOUTH,,H,D,1-1,6043,
season-..onthenet96_97.htm.html,Apr 26     Stockport,County,A,L,1-2,9463,
season-..onthenet96_97.htm.html,May  3     BRISTOL,CITY,H,W,2-0,7240,
season-..onthenet96_97.htm.html,Fri Jul 26,Q P R  (Fr),H,L,1-3,3337,Brown,
season-..onthenet96_97.htm.html,Sun Aug 18,Shrewsbury Town,A,D,1-1,3440,Brown,
season-..onthenet96_97.htm.html,Sat Aug 24,GILLINGHAM,H,D,1-1,4582,Carroll,
season-..onthenet96_97.htm.html,Sat Aug 31,Blackpool,A,D,0-0,4856,<A HREF=sep96.htm>Tue Sep  3     READING C/C 1(2)     H   W 2-0  5069 Evans Williams,
season-..onthenet96_97.htm.html,Tue Sep 10,Walsall,A,D,2-2,2659,Evans Brown,
season-..onthenet96_97.htm.html,Wed Sep 18,Nott Forest C/C 2(1),A,L,0-1,6482,<A HREF=sep96.htm>Sat Sep 21     BRENTFORD            H   L 0-1  5330,
season-..onthenet96_97.htm.html,Sat Sep 28,Peterborough Utd,A,L,3-6,5580,Mahoney-Johnson 2,
season-..onthenet96_97.htm.html,Sat Oct 12,Bournemouth,A,L,1-2,3984,Farrell,
season-..onthenet96_97.htm.html,Sat Oct 19,STOCKPORT COUNTY,H,L,0-2,4017,Sat Oct 26     WREXHAM              H   D 0-0  5548,
season-..onthenet96_97.htm.html,Sat Nov 16,Colchester Utd FAC1,A,W,2-1,4378,DeSouza Williams,
season-..onthenet96_97.htm.html,Sat Nov 23,PRESTON NORTH END,H,L,0-1,4920,Sat Nov 30     Wrexham              A   L 0-1  3280,
season-..onthenet96_97.htm.html,Sat Dec 14,CHESTERFIELD,H,W,1-0,4610,Desouza,
season-..onthenet96_97.htm.html,Sat Dec 21,Bristol Rovers,A,W,4-3,4465,Carroll Bell,
season-..onthenet96_97.htm.html,Thu Dec 26,WALSALL,H,L,0-2,5075,<A HREF=bradford.htm>Sun Jan  5     BRADFORD CITY (FAC3) H   L 0-2  5173,
season-..onthenet96_97.htm.html,Sat Jan 18,Rotherham,A,L,1-2,2692,Carroll (pen),
season-..onthenet96_97.htm.html,Sat Feb 15,Preston North End,A,L,1-2,7923,McGavin,
season-..onthenet96_97.htm.html,Tue Feb 25,PETERBOROUGH UTD,H,W,2-0,4001,McGavin DeSouza,
season-..onthenet96_97.htm.html,Sat Mar 15,Chesterfield,A,L,2-4,4354,Stallard Brown,
season-..onthenet96_97.htm.html,Sat Mar 29,SHREWSBURY TOWN,H,W,3-0,6562,Scott Stallard Carroll,
season-..onthenet96_97.htm.html,Sat Apr 12,Notts County,A,W,2-1,4290,Brown McGavin,
season-..onthenet96_97.htm.html,Sat Apr 19,BOURNEMOUTH,H,D,1-1,6043,Scott,
season-..onthenet97_98.htm.html,Fri 18 July,ASTON VILLA (Fr),H,L,0-5,6975,
season-..onthenet97_98.htm.html,Fri 25 July,QUEENS PARK R (Fr),H,W,3-2,3620,
season-..onthenet97_98.htm.html,Fri  1  Aug,READING     (Fr),H,L,0-1,1980,
season-..onthenet97_98.htm.html,Mon  4  Aug,Chesham Utd (Fr),A,W,3-0,600,
season-..onthenet97_98.htm.html,Tue  5  Aug,Hinckley (Fr),A,D,0-0,300,
season-..onthenet97_98.htm.html,Sat  9  Aug,<A HREF=aug97.htm#WIGAN_AWAY>Wigan Athletic,A,L,2-5,4706,
season-..onthenet97_98.htm.html,Tue 12  Aug,<A HREF=aug97.htm#FULHAM_HOME_CC>FULHAM (CCola),H,L,1-2,4360,
season-..onthenet97_98.htm.html,Sat 16  Aug,<A HREF=aug97.htm#NORTHAMPTON_HOME>NORTHAMPTON TOWN,H,D,0-0,5130,
season-..onthenet97_98.htm.html,Sat 23  Aug,<A HREF=aug97.htm#BLACKPOOL_AWAY>Blackpool,A,W,4-2,4733,
season-..onthenet97_98.htm.html,Tue 26  Aug,<A HREF=aug97.htm#FULHAM_AWAY_CC>Fulham (CCola),A,D,4-4,5055,
season-..onthenet97_98.htm.html,Sat 30  Aug,<A HREF=aug97.htm#FULHAM_HOME>FULHAM,H,W,2-0,6278,
season-..onthenet97_98.htm.html,Tue  2  Sep,<A HREF=sep97.htm#SOUTHEND_HOME>SOUTHEND UNITED,H,W,4-1,4528,
season-..onthenet97_98.htm.html,Sun  7  Sep,<A HREF=sep97.htm#WATFORD_AWAY>Watford,A,L,1-2,12100,
season-..onthenet97_98.htm.html,Sat 13  Sep,<A HREF=sep97.htm#CARLISLE_HOME>CARLISLE UNITED,H,L,1-4,6018,
season-..onthenet97_98.htm.html,Fri 19  Sep,<A HREF=sep97.htm#BRENTFORD_AWAY>Brentford,A,D,1-1,3695,
season-..onthenet97_98.htm.html,Sat 27  Sep,<A HREF=sep97.htm#PRESTON_HOME>PRESTON NORTH END,H,D,0-0,4838,
season-..onthenet97_98.htm.html,Sat  4  Oct,<A HREF=oct97.htm#BURNLEY_AWAY>Burnley,A,D,2-2,9057,
season-..onthenet97_98.htm.html,Sat 11  Oct,<A HREF=oct97.htm#GILLINGHAM_AWAY>Gillingham,A,L,0-1,5545,
season-..onthenet97_98.htm.html,Sat 18  Oct,<A HREF=oct97.htm#BRISTOL_ROVERS_HOME>BRISTOL ROVERS,H,W,1-0,5836,
season-..onthenet97_98.htm.html,Tue 21  Oct,<A HREF=oct97.htm#WALSALL_HOME>WALSALL,H,W,4-2,3834,
season-..onthenet97_98.htm.html,Sat 25  Oct,<A HREF=oct97.htm#CHESTERFIELD_AWAY>Chesterfield,A,L,0-1,4119,
season-..onthenet97_98.htm.html,Sat  1  Nov,<A HREF=nov97.htm#LUTON_HOME>LUTON TOWN,H,D,2-2,6219,
season-..onthenet97_98.htm.html,Tue  4  Nov,<A HREF=nov97.htm#PLYMOUTH_AWAY>Plymouth Argyle,A,L,2-4,2993,
season-..onthenet97_98.htm.html,Sat  8  Nov,<A HREF=nov97.htm#YORK_AWAY>York City,A,L,0-2,3333,
season-..onthenet97_98.htm.html,Wed 12  Nov,<A HREF=ts_jesus.htm>LEICESTER CITY DCtes,H,W,2-1,2950,
season-..onthenet97_98.htm.html,Sat 15  Nov,<A HREF=facup978.htm#TOP>BASINGSTOKE T FAC1,H,D,2-2,3932,
season-..onthenet97_98.htm.html,Tue 18  Nov,<A HREF=nov97.htm#WREXHAM_HOME>WREXHAM,H,D,0-0,3635,
season-..onthenet97_98.htm.html,Sat 22  Nov,<A HREF=nov97.htm#BRISTOL_CITY_AWAY>Bristol City,A,L,1-3,11129,
season-..onthenet97_98.htm.html,Sat 29  Nov,<A HREF=nov97.htm#BOURNEMOUTH_HOME>BOURNEMOUTH,H,D,1-1,4340,
season-..onthenet97_98.htm.html,Tue  2  Dec,<A HREF=dec97.htm#GRIMSBY_AWAY>Grimsby Town,A,D,0-0,4160,
season-..onthenet97_98.htm.html,Tue  9  Dec,Southend Utd (AWS1),A,W,1-0,1577,
season-..onthenet97_98.htm.html,Sat 13  Dec,<A HREF=dec97.htm#OLDHAM_HOME>OLDHAM ATHLETIC,H,W,2-1,5327,
season-..onthenet97_98.htm.html,Sat 20  Dec,<A HREF=dec97.htm#MILLWALL_AWAY>Millwall,A,L,0-1,6092,
season-..onthenet97_98.htm.html,Fri 26  Dec,<A HREF=dec97.htm#WATFORD_HOME>WATFORD,H,D,0-0,8090,
season-..onthenet97_98.htm.html,Sun 28  Dec,<A HREF=dec97.htm#SOUTHEND_AWAY>Southend United,A,W,2-1,5162,
season-..onthenet97_98.htm.html,Sat 10  Jan,<A HREF=jan98.htm#WIGAN_HOME>WIGAN ATHLETIC,H,L,1-2,5549,
season-..onthenet97_98.htm.html,Tue 13  Jan,Fulham  (AWS2),A,L,1-3,4319,
season-..onthenet97_98.htm.html,Sat 17  Jan,<A HREF=jan98.htm#FULHAM_AWAY>Fulham,A,D,0-0,10468,
season-..onthenet97_98.htm.html,Sat 24  Jan,<A HREF=jan98.htm#BLACKPOOL_HOME>BLACKPOOL,H,W,2-1,5073,
season-..onthenet97_98.htm.html,Sat 31  Jan,<A HREF=jan98.htm#CARLISLE_AWAY>Carlisle United,A,D,0-0,6220,
season-..onthenet97_98.htm.html,Sat  7  Feb,<A HREF=feb98.htm#BRENTFORD_HOME>BRENTFORD,H,D,0-0,6328,
season-..onthenet97_98.htm.html,Tue 10  Feb,<A HREF=feb98.htm#NORTHAMPTON_AWAY>Northampton Town,A,L,0-2,5302,
season-..onthenet97_98.htm.html,Sat 14  Feb,<A HREF=feb98.htm#BURNLEY_HOME>BURNLEY,H,W,2-1,5926,
season-..onthenet97_98.htm.html,Sat 21  Feb,<A HREF=feb98.htm#PRESTON_AWAY>Preston North End,A,D,1-1,7665,
season-..onthenet97_98.htm.html,Tue 24  Feb,<A HREF=feb98.htm#BRISTOL_ROVERS_AWAY>Bristol Rovers,A,L,1-3,5805,
season-..onthenet97_98.htm.html,Sat 28  Feb,<A HREF=feb98.htm#GILLINGHAM_HOME>GILLINGHAM,H,W,1-0,5583,
season-..onthenet97_98.htm.html,Tue  3  Mar,<A HREF=mar98.htm#YORK_HOME>YORK CITY,H,W,1-0,3768,
season-..onthenet97_98.htm.html,Sat  7  Mar,<A HREF=mar98.htm#LUTON_AWAY>Luton Town,A,D,0-0,6114,
season-..onthenet97_98.htm.html,Sat 14  Mar,<A HREF=mar98.htm#PLYMOUTH_HOME>PLYMOUTH ARGYLE,H,W,5-1,5508,
season-..onthenet97_98.htm.html,Stallard 2 Carroll,Sat 21  Mar    <A HREF=mar98.htm#WREXHAM_AWAY>Wrexham,A,L,0-2,4290,
season-..onthenet97_98.htm.html,Sat 28  Mar,<A HREF=mar98.htm#BRISTOL_CITY_HOME>BRISTOL CITY,H,L,1-2,6326,
season-..onthenet97_98.htm.html,Sat  4  Apr,<A HREF=april98.htm#BOURNEMOUTH_AWAY>Bournemouth,A,D,0-0,4271,
season-..onthenet97_98.htm.html,Fri 10  Apr,<A HREF=april98.htm#GRIMSBY_HOME>GRIMSBY TOWN,H,D,1-1,5846,
season-..onthenet97_98.htm.html,Mon 13  Apr,<A HREF=april98.htm#OLDHAM_AWAY>Oldham Athletic,A,W,1-0,4305,
season-..onthenet97_98.htm.html,Sat 18  Apr,<A HREF=april98.htm#MILLWALL_HOME>MILLWALL,H,D,0-0,5371,
season-..onthenet97_98.htm.html,Sat 25  Apr,<A HREF=april98.htm#CHESTERFIELD_HOME>CHESTERFIELD,H,D,1-1,5113,
season-..onthenet97_98.htm.html,Sat  2  May,<A HREF=april98.htm#WALSALL_AWAY>Walsall,A,W,1-0,4412,
season-..onthenet97_98.htm.html,975Fri 25,July    QUEENS PARK R (Fr),H,W,3-2,3620,Forsyth Stallard 2,
season-..onthenet97_98.htm.html,eadSat 16,Aug    <A HREF=aug97.htm#NORTHAMPTON_HOME>NORTHAMPTON TOWN,H,D,0-0,5130,Sat 23  Aug    <A HREF=aug97.htm#BLACKPOOL_AWAY>Blackpool            A   W 4-2  4733 Stallard 2 Kavanagh,
